date,open,high,low,close,volume (btc),volume (usd),weighted price
28-Dec-17,15390.05,15474.19,13500,14470.07,16557.22,234428578.5,14158.69
29-Dec-17,14436.99,15111,13998,14340,13505.7,195727638.8,14492.22
30-Dec-17,14351,14463.28,12050,12640,21749.67,285985550.3,13148.96
31-Dec-17,12640,14296.06,12491.21,13880,11583.42,154552644.5,13342.58
01-Jan-18,13880,13941.75,12801.38,13443.41,7688.03,102815718.5,13373.48
02-Jan-18,13394.2,15257.53,12910.58,14678.94,16299.67,229138844.1,14057.88
03-Jan-18,14670.96,15500,14546.28,15155.62,12275,183639413.7,14960.44
04-Jan-18,15155.62,15430.27,14192.37,15143.67,15004.02,222160244.5,14806.72
05-Jan-18,15143.67,17200,14810,16928,16248.91,259695892.9,15982.35
06-Jan-18,16927.99,17234.99,16220,17149.67,9501.02,158389594.5,16670.8
07-Jan-18,17142.43,17149.97,15707.16,16124.02,8632.81,141555094.2,16397.33
08-Jan-18,16173.98,16300,13900,14999.99,16676.35,251877784.1,15103.89
09-Jan-18,14999.99,15367.18,14123.97,14403.51,13913.52,204579121.6,14703.62
10-Jan-18,14403.51,14900,13412,14890.02,18479.01,261210687,14135.53
11-Jan-18,14899.99,14973.07,12800,13243.83,19630.08,266846190.8,13593.74
12-Jan-18,13249.99,14152.19,12807.27,13781.41,13433.08,183399343.5,13652.81
13-Jan-18,13829.28,14619.1,13789.42,14197.78,7488.99,106595650.1,14233.65
14-Jan-18,14197.78,14365.81,13072.22,13647.99,7588.64,102783826.7,13544.44
15-Jan-18,13647.99,14394.36,13429.25,13607.04,9444.64,131049852.4,13875.59
16-Jan-18,13581.66,13607.04,10162,11386.34,38789.88,457725763.4,11800.13
17-Jan-18,11393.97,11794.07,9222,11191.35,41356.19,433168120.1,10474.08
18-Jan-18,11199,12146,10693,11247.57,22195.26,256082650,11537.72
19-Jan-18,11290.9,12050.39,11025.18,11552,13203.26,151834406.4,11499.77
20-Jan-18,11560.82,13052.12,11515.94,12934,9582.93,119406479.4,12460.33
